@TEAV,TDAV,TTAV,TAAV [keV]  vs t@
X,TEAV,TDAV,TTAV,TAAV
 0.5360000E+00, 0.3243099E+01, 0.2897135E+01, 0.2893891E+01, 0.2911094E+01,
 0.5380000E+00, 0.3244323E+01, 0.2897991E+01, 0.2894743E+01, 0.2911960E+01,
 0.5400000E+00, 0.3245549E+01, 0.2898850E+01, 0.2895598E+01, 0.2912829E+01,
 0.5420000E+00, 0.3246776E+01, 0.2899712E+01, 0.2896456E+01, 0.2913701E+01,
 0.5440000E+00, 0.3248006E+01, 0.2900576E+01, 0.2897316E+01, 0.2914575E+01,
 0.5460000E+00, 0.3249237E+01, 0.2901443E+01, 0.2898178E+01, 0.2915452E+01,
 0.5480000E+00, 0.3250470E+01, 0.2902313E+01, 0.2899044E+01, 0.2916331E+01,
 0.5500000E+00, 0.3251705E+01, 0.2903185E+01, 0.2899911E+01, 0.2917213E+01,
 0.5520000E+00, 0.3252942E+01, 0.2904059E+01, 0.2900782E+01, 0.2918098E+01,
 0.5540000E+00, 0.3254180E+01, 0.2904937E+01, 0.2901655E+01, 0.2918985E+01,
 0.5560000E+00, 0.3255421E+01, 0.2905816E+01, 0.2902530E+01, 0.2919874E+01,
 0.5580000E+00, 0.3256663E+01, 0.2906698E+01, 0.2903408E+01, 0.2920766E+01,
 0.5600000E+00, 0.3257906E+01, 0.2907583E+01, 0.2904288E+01, 0.2921660E+01,
 0.5620000E+00, 0.3259151E+01, 0.2908470E+01, 0.2905171E+01, 0.2922557E+01,
 0.5640000E+00, 0.3260398E+01, 0.2909359E+01, 0.2906056E+01, 0.2923456E+01,
 0.5660000E+00, 0.3261647E+01, 0.2910250E+01, 0.2906943E+01, 0.2924357E+01,
 0.5680000E+00, 0.3262897E+01, 0.2911144E+01, 0.2907833E+01, 0.2925261E+01,
 0.5700000E+00, 0.3264148E+01, 0.2912040E+01, 0.2908725E+01, 0.2926166E+01,
 0.5720000E+00, 0.3265402E+01, 0.2912939E+01, 0.2909620E+01, 0.2927074E+01,
 0.5740000E+00, 0.3266657E+01, 0.2913840E+01, 0.2910516E+01, 0.2927985E+01,
 0.5760000E+00, 0.3267913E+01, 0.2914742E+01, 0.2911415E+01, 0.2928897E+01,
 0.5780000E+00, 0.3269171E+01, 0.2915648E+01, 0.2912316E+01, 0.2929812E+01,
 0.5800000E+00, 0.3270430E+01, 0.2916555E+01, 0.2913219E+01, 0.2930729E+01,
 0.5820000E+00, 0.3271691E+01, 0.2917464E+01, 0.2914124E+01, 0.2931648E+01,
 0.5840000E+00, 0.3272954E+01, 0.2918376E+01, 0.2915032E+01, 0.2932569E+01,
 0.5860000E+00, 0.3274218E+01, 0.2919290E+01, 0.2915941E+01, 0.2933492E+01,
 0.5880000E+00, 0.3275483E+01, 0.2920205E+01, 0.2916853E+01, 0.2934417E+01,
 0.5900000E+00, 0.3276750E+01, 0.2921123E+01, 0.2917767E+01, 0.2935345E+01,
 0.5920000E+00, 0.3278018E+01, 0.2922043E+01, 0.2918683E+01, 0.2936274E+01,
 0.5940000E+00, 0.3279288E+01, 0.2922965E+01, 0.2919600E+01, 0.2937205E+01,
 0.5960000E+00, 0.3280559E+01, 0.2923889E+01, 0.2920520E+01, 0.2938138E+01,
 0.5980000E+00, 0.3281831E+01, 0.2924815E+01, 0.2921442E+01, 0.2939074E+01,
 0.6000000E+00, 0.3283105E+01, 0.2925743E+01, 0.2922366E+01, 0.2940011E+01,
 0.6020000E+00, 0.3284379E+01, 0.2926672E+01, 0.2923292E+01, 0.2940950E+01,
 0.6040000E+00, 0.3285656E+01, 0.2927604E+01, 0.2924219E+01, 0.2941891E+01,
 0.6060000E+00, 0.3286934E+01, 0.2928538E+01, 0.2925149E+01, 0.2942834E+01,
 0.6080000E+00, 0.3288213E+01, 0.2929473E+01, 0.2926080E+01, 0.2943779E+01,
 0.6100000E+00, 0.3289493E+01, 0.2930411E+01, 0.2927014E+01, 0.2944726E+01,
 0.6120000E+00, 0.3290774E+01, 0.2931350E+01, 0.2927949E+01, 0.2945674E+01,
 0.6140000E+00, 0.3292057E+01, 0.2932291E+01, 0.2928886E+01, 0.2946625E+01,
 0.6160000E+00, 0.3293341E+01, 0.2933234E+01, 0.2929825E+01, 0.2947577E+01,
 0.6180000E+00, 0.3294626E+01, 0.2934178E+01, 0.2930766E+01, 0.2948531E+01,
 0.6200000E+00, 0.3295912E+01, 0.2935125E+01, 0.2931708E+01, 0.2949486E+01,
 0.6220000E+00, 0.3297200E+01, 0.2936073E+01, 0.2932653E+01, 0.2950444E+01,
 0.6240000E+00, 0.3298488E+01, 0.2937023E+01, 0.2933599E+01, 0.2951403E+01,
 0.6260000E+00, 0.3299778E+01, 0.2937975E+01, 0.2934546E+01, 0.2952364E+01,
 0.6280000E+00, 0.3301069E+01, 0.2938928E+01, 0.2935496E+01, 0.2953326E+01,
 0.6300000E+00, 0.3302361E+01, 0.2939883E+01, 0.2936447E+01, 0.2954291E+01,
 0.6320000E+00, 0.3303654E+01, 0.2940840E+01, 0.2937400E+01, 0.2955256E+01,
 0.6340000E+00, 0.3304949E+01, 0.2941799E+01, 0.2938354E+01, 0.2956224E+01,
 0.6360000E+00, 0.3306244E+01, 0.2942759E+01, 0.2939311E+01, 0.2957193E+01,
 0.6380000E+00, 0.3307541E+01, 0.2943720E+01, 0.2940269E+01, 0.2958164E+01,
 0.6400000E+00, 0.3308838E+01, 0.2944684E+01, 0.2941228E+01, 0.2959136E+01,
 0.6420000E+00, 0.3310137E+01, 0.2945649E+01, 0.2942189E+01, 0.2960111E+01,
 0.6440000E+00, 0.3311436E+01, 0.2946615E+01, 0.2943152E+01, 0.2961086E+01,
 0.6460000E+00, 0.3312737E+01, 0.2947583E+01, 0.2944116E+01, 0.2962063E+01,
 0.6480000E+00, 0.3314038E+01, 0.2948553E+01, 0.2945082E+01, 0.2963042E+01,
 0.6500000E+00, 0.3315341E+01, 0.2949524E+01, 0.2946049E+01, 0.2964022E+01,
 0.6520000E+00, 0.3316644E+01, 0.2950497E+01, 0.2947018E+01, 0.2965004E+01,
 0.6540000E+00, 0.3317949E+01, 0.2951472E+01, 0.2947989E+01, 0.2965987E+01,
 0.6560000E+00, 0.3319254E+01, 0.2952447E+01, 0.2948961E+01, 0.2966972E+01,
 0.6580000E+00, 0.3320560E+01, 0.2953424E+01, 0.2949934E+01, 0.2967958E+01,
 0.6600000E+00, 0.3321868E+01, 0.2954403E+01, 0.2950909E+01, 0.2968946E+01,
 0.6620000E+00, 0.3323176E+01, 0.2955384E+01, 0.2951885E+01, 0.2969935E+01,
 0.6640000E+00, 0.3324485E+01, 0.2956365E+01, 0.2952863E+01, 0.2970926E+01,
 0.6660000E+00, 0.3325795E+01, 0.2957348E+01, 0.2953842E+01, 0.2971918E+01,
 0.6680000E+00, 0.3327106E+01, 0.2958333E+01, 0.2954823E+01, 0.2972911E+01,
 0.6700000E+00, 0.3328417E+01, 0.2959319E+01, 0.2955805E+01, 0.2973906E+01,
 0.6720000E+00, 0.3329730E+01, 0.2960306E+01, 0.2956789E+01, 0.2974902E+01,
 0.6740000E+00, 0.3331043E+01, 0.2961294E+01, 0.2957773E+01, 0.2975899E+01,
 0.6760000E+00, 0.3332357E+01, 0.2962285E+01, 0.2958760E+01, 0.2976898E+01,
 0.6780000E+00, 0.3333672E+01, 0.2963276E+01, 0.2959747E+01, 0.2977899E+01,
 0.6800000E+00, 0.3334988E+01, 0.2964269E+01, 0.2960736E+01, 0.2978900E+01,
 0.6820000E+00, 0.3336304E+01, 0.2965263E+01, 0.2961727E+01, 0.2979903E+01,
 0.6840000E+00, 0.3337621E+01, 0.2966258E+01, 0.2962718E+01, 0.2980907E+01,
 0.6860000E+00, 0.3338939E+01, 0.2967255E+01, 0.2963711E+01, 0.2981913E+01,
 0.6880000E+00, 0.3340258E+01, 0.2968253E+01, 0.2964705E+01, 0.2982919E+01,
 0.6900000E+00, 0.3341578E+01, 0.2969252E+01, 0.2965701E+01, 0.2983927E+01,
 0.6920000E+00, 0.3342898E+01, 0.2970252E+01, 0.2966697E+01, 0.2984936E+01,
 0.6940000E+00, 0.3344219E+01, 0.2971254E+01, 0.2967695E+01, 0.2985947E+01,
 0.6960000E+00, 0.3345540E+01, 0.2972257E+01, 0.2968695E+01, 0.2986959E+01,
 0.6980000E+00, 0.3346863E+01, 0.2973261E+01, 0.2969695E+01, 0.2987972E+01,
 0.7000000E+00, 0.3348186E+01, 0.2974267E+01, 0.2970697E+01, 0.2988986E+01,
 0.7020000E+00, 0.3349509E+01, 0.2975273E+01, 0.2971699E+01, 0.2990001E+01,
 0.7040000E+00, 0.3350834E+01, 0.2976281E+01, 0.2972704E+01, 0.2991017E+01,
 0.7060000E+00, 0.3352159E+01, 0.2977290E+01, 0.2973709E+01, 0.2992035E+01,
 0.7080000E+00, 0.3353484E+01, 0.2978300E+01, 0.2974715E+01, 0.2993054E+01,
 0.7100000E+00, 0.3354810E+01, 0.2979311E+01, 0.2975723E+01, 0.2994073E+01,
 0.7120000E+00, 0.3356137E+01, 0.2980324E+01, 0.2976732E+01, 0.2995095E+01,
 0.7140000E+00, 0.3357465E+01, 0.2981337E+01, 0.2977741E+01, 0.2996117E+01,
 0.7160000E+00, 0.3358793E+01, 0.2982352E+01, 0.2978752E+01, 0.2997140E+01,
 0.7180000E+00, 0.3360121E+01, 0.2983367E+01, 0.2979764E+01, 0.2998164E+01,
 0.7200000E+00, 0.3361450E+01, 0.2984384E+01, 0.2980778E+01, 0.2999190E+01,
 0.7220000E+00, 0.3362780E+01, 0.2985402E+01, 0.2981792E+01, 0.3000216E+01,
 0.7240000E+00, 0.3364110E+01, 0.2986421E+01, 0.2982807E+01, 0.3001244E+01,
 0.7260000E+00, 0.3365441E+01, 0.2987441E+01, 0.2983824E+01, 0.3002272E+01,
 0.7280000E+00, 0.3366773E+01, 0.2988462E+01, 0.2984841E+01, 0.3003302E+01,
 0.7300000E+00, 0.3368105E+01, 0.2989485E+01, 0.2985859E+01, 0.3004333E+01,
 0.7320000E+00, 0.3369437E+01, 0.2990508E+01, 0.2986879E+01, 0.3005364E+01,
 0.7340000E+00, 0.3370770E+01, 0.2991532E+01, 0.2987899E+01, 0.3006397E+01,
 0.7360000E+00, 0.3372103E+01, 0.2992557E+01, 0.2988921E+01, 0.3007431E+01,
 0.7380000E+00, 0.3373437E+01, 0.2993583E+01, 0.2989944E+01, 0.3008466E+01,
 0.7400000E+00, 0.3374772E+01, 0.2994610E+01, 0.2990967E+01, 0.3009501E+01,
 0.7420000E+00, 0.3376107E+01, 0.2995638E+01, 0.2991992E+01, 0.3010538E+01,
 0.7440000E+00, 0.3377442E+01, 0.2996667E+01, 0.2993017E+01, 0.3011575E+01,
 0.7460000E+00, 0.3378778E+01, 0.2997698E+01, 0.2994043E+01, 0.3012614E+01,
 0.7480000E+00, 0.3380114E+01, 0.2998729E+01, 0.2995071E+01, 0.3013653E+01,
 0.7500000E+00, 0.3381450E+01, 0.2999760E+01, 0.2996099E+01, 0.3014693E+01,
 0.7520000E+00, 0.3382787E+01, 0.3000793E+01, 0.2997128E+01, 0.3015735E+01,
 0.7540000E+00, 0.3384125E+01, 0.3001827E+01, 0.2998158E+01, 0.3016777E+01,
 0.7560000E+00, 0.3385463E+01, 0.3002862E+01, 0.2999189E+01, 0.3017820E+01,
 0.7580000E+00, 0.3386801E+01, 0.3003897E+01, 0.3000221E+01, 0.3018864E+01,
 0.7600000E+00, 0.3388140E+01, 0.3004934E+01, 0.3001254E+01, 0.3019909E+01,
 0.7620000E+00, 0.3389479E+01, 0.3005971E+01, 0.3002288E+01, 0.3020955E+01,
 0.7640000E+00, 0.3390818E+01, 0.3007009E+01, 0.3003323E+01, 0.3022001E+01,
 0.7660000E+00, 0.3392158E+01, 0.3008048E+01, 0.3004358E+01, 0.3023048E+01,
 0.7680000E+00, 0.3393498E+01, 0.3009088E+01, 0.3005394E+01, 0.3024097E+01,
 0.7700000E+00, 0.3394838E+01, 0.3010128E+01, 0.3006431E+01, 0.3025146E+01,
 0.7720000E+00, 0.3396179E+01, 0.3011170E+01, 0.3007469E+01, 0.3026196E+01,
 0.7740000E+00, 0.3397520E+01, 0.3012212E+01, 0.3008508E+01, 0.3027246E+01,
 0.7760000E+00, 0.3398862E+01, 0.3013255E+01, 0.3009547E+01, 0.3028297E+01,
 0.7780000E+00, 0.3400203E+01, 0.3014299E+01, 0.3010588E+01, 0.3029350E+01,
 0.7800000E+00, 0.3401546E+01, 0.3015344E+01, 0.3011629E+01, 0.3030403E+01,
 0.7820000E+00, 0.3402888E+01, 0.3016389E+01, 0.3012671E+01, 0.3031456E+01,
 0.7840000E+00, 0.3404230E+01, 0.3017435E+01, 0.3013713E+01, 0.3032511E+01,
 0.7860000E+00, 0.3405573E+01, 0.3018482E+01, 0.3014757E+01, 0.3033566E+01,
 0.7880000E+00, 0.3406916E+01, 0.3019530E+01, 0.3015801E+01, 0.3034622E+01,
 0.7900000E+00, 0.3408260E+01, 0.3020578E+01, 0.3016846E+01, 0.3035679E+01,
 0.7920000E+00, 0.3409604E+01, 0.3021628E+01, 0.3017892E+01, 0.3036736E+01,
 0.7940000E+00, 0.3410948E+01, 0.3022677E+01, 0.3018938E+01, 0.3037794E+01,
 0.7960000E+00, 0.3412292E+01, 0.3023728E+01, 0.3019985E+01, 0.3038853E+01,
 0.7980000E+00, 0.3413636E+01, 0.3024779E+01, 0.3021033E+01, 0.3039913E+01,
 0.8000000E+00, 0.3414981E+01, 0.3025831E+01, 0.3022081E+01, 0.3040973E+01,
 0.8020000E+00, 0.3416326E+01, 0.3026884E+01, 0.3023130E+01, 0.3042034E+01,
 0.8040000E+00, 0.3417671E+01, 0.3027937E+01, 0.3024180E+01, 0.3043095E+01,
 0.8060000E+00, 0.3419016E+01, 0.3028991E+01, 0.3025231E+01, 0.3044158E+01,
 0.8080000E+00, 0.3420362E+01, 0.3030046E+01, 0.3026282E+01, 0.3045220E+01,
 0.8100000E+00, 0.3421707E+01, 0.3031101E+01, 0.3027333E+01, 0.3046284E+01,
 0.8120000E+00, 0.3423053E+01, 0.3032157E+01, 0.3028386E+01, 0.3047348E+01,
 0.8140000E+00, 0.3424399E+01, 0.3033213E+01, 0.3029439E+01, 0.3048413E+01,
 0.8160000E+00, 0.3425745E+01, 0.3034271E+01, 0.3030493E+01, 0.3049478E+01,
 0.8180000E+00, 0.3427092E+01, 0.3035328E+01, 0.3031547E+01, 0.3050544E+01,
 0.8200000E+00, 0.3428438E+01, 0.3036387E+01, 0.3032602E+01, 0.3051610E+01,
 0.8220000E+00, 0.3429785E+01, 0.3037446E+01, 0.3033657E+01, 0.3052677E+01,
 0.8240000E+00, 0.3431132E+01, 0.3038505E+01, 0.3034714E+01, 0.3053745E+01,
 0.8260000E+00, 0.3432479E+01, 0.3039565E+01, 0.3035770E+01, 0.3054813E+01,
 0.8280000E+00, 0.3433826E+01, 0.3040626E+01, 0.3036827E+01, 0.3055882E+01,
 0.8300000E+00, 0.3435173E+01, 0.3041687E+01, 0.3037885E+01, 0.3056952E+01,
 0.8320000E+00, 0.3436521E+01, 0.3042749E+01, 0.3038944E+01, 0.3058022E+01,
 0.8340000E+00, 0.3437868E+01, 0.3043811E+01, 0.3040002E+01, 0.3059092E+01,
 0.8360000E+00, 0.3439216E+01, 0.3044874E+01, 0.3041062E+01, 0.3060163E+01,
 0.8380000E+00, 0.3440563E+01, 0.3045938E+01, 0.3042122E+01, 0.3061234E+01,
 0.8400000E+00, 0.3441911E+01, 0.3047001E+01, 0.3043182E+01, 0.3062306E+01,
 0.8420000E+00, 0.3443259E+01, 0.3048066E+01, 0.3044243E+01, 0.3063379E+01,
 0.8440000E+00, 0.3444607E+01, 0.3049131E+01, 0.3045305E+01, 0.3064452E+01,
 0.8460000E+00, 0.3445955E+01, 0.3050196E+01, 0.3046367E+01, 0.3065526E+01,
 0.8480000E+00, 0.3447303E+01, 0.3051262E+01, 0.3047429E+01, 0.3066599E+01,
 0.8500000E+00, 0.3448651E+01, 0.3052328E+01, 0.3048492E+01, 0.3067674E+01,
 0.8520000E+00, 0.3449999E+01, 0.3053395E+01, 0.3049556E+01, 0.3068749E+01,
 0.8540000E+00, 0.3451348E+01, 0.3054463E+01, 0.3050620E+01, 0.3069824E+01,
 0.8560000E+00, 0.3452696E+01, 0.3055530E+01, 0.3051684E+01, 0.3070900E+01,
 0.8580000E+00, 0.3454044E+01, 0.3056599E+01, 0.3052749E+01, 0.3071976E+01,
 0.8600000E+00, 0.3455393E+01, 0.3057667E+01, 0.3053814E+01, 0.3073053E+01,
 0.8620000E+00, 0.3456741E+01, 0.3058736E+01, 0.3054880E+01, 0.3074130E+01,
 0.8640000E+00, 0.3458090E+01, 0.3059806E+01, 0.3055946E+01, 0.3075208E+01,
 0.8660000E+00, 0.3459438E+01, 0.3060876E+01, 0.3057013E+01, 0.3076286E+01,
 0.8680000E+00, 0.3460787E+01, 0.3061946E+01, 0.3058079E+01, 0.3077364E+01,
 0.8700000E+00, 0.3462135E+01, 0.3063017E+01, 0.3059147E+01, 0.3078443E+01,
 0.8720000E+00, 0.3463484E+01, 0.3064088E+01, 0.3060215E+01, 0.3079522E+01,
 0.8740000E+00, 0.3464832E+01, 0.3065160E+01, 0.3061283E+01, 0.3080602E+01,
 0.8760000E+00, 0.3466181E+01, 0.3066231E+01, 0.3062351E+01, 0.3081682E+01,
 0.8780000E+00, 0.3467529E+01, 0.3067304E+01, 0.3063421E+01, 0.3082762E+01,
 0.8800000E+00, 0.3468878E+01, 0.3068377E+01, 0.3064490E+01, 0.3083843E+01,
 0.8820000E+00, 0.3470226E+01, 0.3069450E+01, 0.3065559E+01, 0.3084924E+01,
 0.8840000E+00, 0.3471575E+01, 0.3070523E+01, 0.3066629E+01, 0.3086005E+01,
 0.8860000E+00, 0.3472923E+01, 0.3071597E+01, 0.3067700E+01, 0.3087087E+01,
 0.8880000E+00, 0.3474271E+01, 0.3072671E+01, 0.3068771E+01, 0.3088169E+01,
 0.8900000E+00, 0.3475620E+01, 0.3073745E+01, 0.3069842E+01, 0.3089251E+01,
 0.8920000E+00, 0.3476968E+01, 0.3074820E+01, 0.3070913E+01, 0.3090334E+01,
 0.8940000E+00, 0.3478316E+01, 0.3075895E+01, 0.3071985E+01, 0.3091417E+01,
 0.8960000E+00, 0.3479664E+01, 0.3076971E+01, 0.3073057E+01, 0.3092500E+01,
 0.8980000E+00, 0.3481012E+01, 0.3078046E+01, 0.3074129E+01, 0.3093584E+01,
 0.9000000E+00, 0.3482360E+01, 0.3079122E+01, 0.3075202E+01, 0.3094668E+01,
 0.9020000E+00, 0.3483708E+01, 0.3080199E+01, 0.3076275E+01, 0.3095752E+01,
 0.9040000E+00, 0.3485056E+01, 0.3081275E+01, 0.3077348E+01, 0.3096837E+01,
 0.9060000E+00, 0.3486404E+01, 0.3082352E+01, 0.3078422E+01, 0.3097922E+01,
 0.9080000E+00, 0.3487751E+01, 0.3083429E+01, 0.3079496E+01, 0.3099007E+01,
 0.9100000E+00, 0.3489099E+01, 0.3084507E+01, 0.3080570E+01, 0.3100092E+01,
 0.9120000E+00, 0.3490447E+01, 0.3085584E+01, 0.3081644E+01, 0.3101178E+01,
 0.9140000E+00, 0.3491794E+01, 0.3086662E+01, 0.3082719E+01, 0.3102263E+01,
 0.9160000E+00, 0.3493141E+01, 0.3087740E+01, 0.3083794E+01, 0.3103350E+01,
 0.9180000E+00, 0.3494488E+01, 0.3088819E+01, 0.3084869E+01, 0.3104436E+01,
 0.9200000E+00, 0.3495836E+01, 0.3089897E+01, 0.3085944E+01, 0.3105523E+01,
 0.9220000E+00, 0.3497183E+01, 0.3090976E+01, 0.3087020E+01, 0.3106609E+01,
 0.9240000E+00, 0.3498529E+01, 0.3092056E+01, 0.3088096E+01, 0.3107697E+01,
 0.9260000E+00, 0.3499876E+01, 0.3093135E+01, 0.3089172E+01, 0.3108784E+01,
 0.9280000E+00, 0.3501223E+01, 0.3094214E+01, 0.3090248E+01, 0.3109871E+01,
 0.9300000E+00, 0.3502569E+01, 0.3095294E+01, 0.3091325E+01, 0.3110959E+01,
 0.9320000E+00, 0.3503916E+01, 0.3096374E+01, 0.3092402E+01, 0.3112047E+01,
 0.9340000E+00, 0.3505262E+01, 0.3097455E+01, 0.3093478E+01, 0.3113135E+01,
 0.9360000E+00, 0.3506608E+01, 0.3098535E+01, 0.3094556E+01, 0.3114223E+01,
 0.9380000E+00, 0.3507953E+01, 0.3099615E+01, 0.3095633E+01, 0.3115312E+01,
 0.9400000E+00, 0.3509299E+01, 0.3100696E+01, 0.3096710E+01, 0.3116400E+01,
 0.9420000E+00, 0.3510645E+01, 0.3101777E+01, 0.3097788E+01, 0.3117489E+01,
 0.9440000E+00, 0.3511990E+01, 0.3102858E+01, 0.3098866E+01, 0.3118578E+01,
 0.9460000E+00, 0.3513335E+01, 0.3103940E+01, 0.3099944E+01, 0.3119667E+01,
 0.9480000E+00, 0.3514680E+01, 0.3105021E+01, 0.3101022E+01, 0.3120757E+01,
 0.9500000E+00, 0.3516025E+01, 0.3106102E+01, 0.3102100E+01, 0.3121846E+01,
 0.9520000E+00, 0.3517370E+01, 0.3107184E+01, 0.3103179E+01, 0.3122936E+01,
 0.9540000E+00, 0.3518714E+01, 0.3108266E+01, 0.3104258E+01, 0.3124025E+01,
 0.9560000E+00, 0.3520059E+01, 0.3109348E+01, 0.3105336E+01, 0.3125115E+01,
 0.9580000E+00, 0.3521403E+01, 0.3110430E+01, 0.3106415E+01, 0.3126205E+01,
 0.9600000E+00, 0.3522747E+01, 0.3111512E+01, 0.3107494E+01, 0.3127295E+01,
 0.9620000E+00, 0.3524091E+01, 0.3112595E+01, 0.3108573E+01, 0.3128386E+01,
 0.9640000E+00, 0.3525434E+01, 0.3113678E+01, 0.3109653E+01, 0.3129476E+01,
 0.9660000E+00, 0.3526778E+01, 0.3114760E+01, 0.3110732E+01, 0.3130566E+01,
 0.9680000E+00, 0.3528121E+01, 0.3115843E+01, 0.3111812E+01, 0.3131657E+01,
 0.9700000E+00, 0.3529464E+01, 0.3116926E+01, 0.3112891E+01, 0.3132748E+01,
 0.9720000E+00, 0.3530806E+01, 0.3118009E+01, 0.3113971E+01, 0.3133838E+01,
 0.9740000E+00, 0.3532149E+01, 0.3119092E+01, 0.3115051E+01, 0.3134929E+01,
 0.9760000E+00, 0.3533491E+01, 0.3120175E+01, 0.3116131E+01, 0.3136020E+01,
 0.9780000E+00, 0.3534833E+01, 0.3121258E+01, 0.3117211E+01, 0.3137111E+01,
 0.9800000E+00, 0.3536175E+01, 0.3122341E+01, 0.3118291E+01, 0.3138202E+01,
 0.9820000E+00, 0.3537516E+01, 0.3123425E+01, 0.3119371E+01, 0.3139293E+01,
 0.9840000E+00, 0.3538858E+01, 0.3124508E+01, 0.3120451E+01, 0.3140385E+01,
 0.9860000E+00, 0.3540199E+01, 0.3125591E+01, 0.3121531E+01, 0.3141476E+01,
 0.9880000E+00, 0.3541540E+01, 0.3126675E+01, 0.3122612E+01, 0.3142567E+01,
 0.9900000E+00, 0.3542880E+01, 0.3127759E+01, 0.3123692E+01, 0.3143659E+01,
 0.9920000E+00, 0.3544221E+01, 0.3128842E+01, 0.3124773E+01, 0.3144750E+01,
 0.9940000E+00, 0.3545561E+01, 0.3129926E+01, 0.3125853E+01, 0.3145842E+01,
 0.9960000E+00, 0.3546901E+01, 0.3131010E+01, 0.3126934E+01, 0.3146933E+01,
 0.9980000E+00, 0.3548240E+01, 0.3132093E+01, 0.3128014E+01, 0.3148025E+01,
 0.1000000E+01, 0.3549580E+01, 0.3133177E+01, 0.3129095E+01, 0.3149116E+01,
 0.1002000E+01, 0.3550919E+01, 0.3134261E+01, 0.3130175E+01, 0.3150208E+01,
 0.1004000E+01, 0.3552258E+01, 0.3135345E+01, 0.3131256E+01, 0.3151299E+01,
 0.1006000E+01, 0.3553596E+01, 0.3136429E+01, 0.3132337E+01, 0.3152391E+01,
 0.1008000E+01, 0.3554935E+01, 0.3137512E+01, 0.3133418E+01, 0.3153483E+01,
 0.1010000E+01, 0.3556273E+01, 0.3138596E+01, 0.3134498E+01, 0.3154574E+01,
 0.1012000E+01, 0.3557610E+01, 0.3139680E+01, 0.3135579E+01, 0.3155666E+01,
 0.1014000E+01, 0.3558948E+01, 0.3140764E+01, 0.3136660E+01, 0.3156758E+01,
 0.1016000E+01, 0.3560285E+01, 0.3141848E+01, 0.3137740E+01, 0.3157850E+01,
 0.1018000E+01, 0.3561622E+01, 0.3142932E+01, 0.3138821E+01, 0.3158941E+01,
 0.1020000E+01, 0.3562958E+01, 0.3144016E+01, 0.3139902E+01, 0.3160033E+01,
 0.1022000E+01, 0.3564295E+01, 0.3145100E+01, 0.3140982E+01, 0.3161124E+01,
 0.1024000E+01, 0.3565631E+01, 0.3146183E+01, 0.3142063E+01, 0.3162216E+01,
 0.1026000E+01, 0.3566966E+01, 0.3147267E+01, 0.3143144E+01, 0.3163308E+01,
 0.1028000E+01, 0.3568302E+01, 0.3148351E+01, 0.3144224E+01, 0.3164399E+01,
 0.1030000E+01, 0.3569637E+01, 0.3149435E+01, 0.3145305E+01, 0.3165491E+01,
 0.1032000E+01, 0.3570972E+01, 0.3150518E+01, 0.3146386E+01, 0.3166582E+01,
 0.1034000E+01, 0.3572306E+01, 0.3151602E+01, 0.3147466E+01, 0.3167674E+01,
 0.1036000E+01, 0.3573640E+01, 0.3152686E+01, 0.3148547E+01, 0.3168765E+01,
 0.1038000E+01, 0.3574974E+01, 0.3153769E+01, 0.3149627E+01, 0.3169856E+01,
 0.1040000E+01, 0.3576308E+01, 0.3154853E+01, 0.3150707E+01, 0.3170948E+01,
 0.1042000E+01, 0.3577641E+01, 0.3155936E+01, 0.3151788E+01, 0.3172039E+01,
 0.1044000E+01, 0.3578974E+01, 0.3157020E+01, 0.3152868E+01, 0.3173130E+01,
 0.1046000E+01, 0.3580307E+01, 0.3158103E+01, 0.3153948E+01, 0.3174221E+01,
 0.1048000E+01, 0.3581639E+01, 0.3159186E+01, 0.3155028E+01, 0.3175312E+01,
 0.1050000E+01, 0.3582971E+01, 0.3160269E+01, 0.3156109E+01, 0.3176403E+01,
 0.1052000E+01, 0.3584302E+01, 0.3161353E+01, 0.3157189E+01, 0.3177494E+01,
 0.1054000E+01, 0.3585634E+01, 0.3162436E+01, 0.3158268E+01, 0.3178585E+01,
 0.1056000E+01, 0.3586965E+01, 0.3163519E+01, 0.3159348E+01, 0.3179676E+01,
 0.1058000E+01, 0.3588295E+01, 0.3164602E+01, 0.3160428E+01, 0.3180766E+01,
 0.1060000E+01, 0.3589626E+01, 0.3165684E+01, 0.3161508E+01, 0.3181857E+01,
 0.1062000E+01, 0.3590955E+01, 0.3166767E+01, 0.3162588E+01, 0.3182947E+01,
 0.1064000E+01, 0.3592285E+01, 0.3167850E+01, 0.3163667E+01, 0.3184038E+01,
 0.1066000E+01, 0.3593615E+01, 0.3168932E+01, 0.3164747E+01, 0.3185128E+01,
 0.1068000E+01, 0.3594943E+01, 0.3170015E+01, 0.3165826E+01, 0.3186218E+01,
 0.1070000E+01, 0.3596272E+01, 0.3171097E+01, 0.3166905E+01, 0.3187309E+01,
 0.1072000E+01, 0.3597600E+01, 0.3172179E+01, 0.3167984E+01, 0.3188398E+01,
 0.1074000E+01, 0.3598928E+01, 0.3173262E+01, 0.3169063E+01, 0.3189488E+01,
 0.1076000E+01, 0.3600255E+01, 0.3174344E+01, 0.3170142E+01, 0.3190578E+01,
 0.1078000E+01, 0.3601583E+01, 0.3175426E+01, 0.3171221E+01, 0.3191668E+01,
 0.1080000E+01, 0.3602910E+01, 0.3176507E+01, 0.3172300E+01, 0.3192757E+01,
