psi_index,theta_index,theta_rad,R_m,Z_m,PSIP
  41,  55,  0.53014376E+01,  0.90560083E+01, -0.17050943E+01,  0.81557510E+02
  41,  56,  0.53996124E+01,  0.92485952E+01, -0.14884752E+01,  0.81557510E+02
  41,  57,  0.54977871E+01,  0.94281445E+01, -0.12609334E+01,  0.81557510E+02
  41,  58,  0.55959619E+01,  0.95932217E+01, -0.10226902E+01,  0.81557510E+02
  41,  59,  0.56941367E+01,  0.97414913E+01, -0.77365518E+00,  0.81557510E+02
  41,  60,  0.57923115E+01,  0.98713017E+01, -0.51451957E+00,  0.81557510E+02
  41,  61,  0.58904862E+01,  0.99813643E+01, -0.24640469E+00,  0.81557510E+02
  41,  62,  0.59886610E+01,  0.10069926E+02,  0.29557467E-01,  0.81557510E+02
  41,  63,  0.60868358E+01,  0.10135064E+02,  0.31195530E+00,  0.81557510E+02
  41,  64,  0.61850105E+01,  0.10175751E+02,  0.59889573E+00,  0.81557510E+02
  42,   1,  0.00000000E+00,  0.10232385E+02,  0.88825232E+00,  0.84740219E+02
  42,   2,  0.98174770E-01,  0.10218237E+02,  0.11954185E+01,  0.84740219E+02
  42,   3,  0.19634954E+00,  0.10176916E+02,  0.15001714E+01,  0.84740219E+02
  42,   4,  0.29452431E+00,  0.10106435E+02,  0.17995203E+01,  0.84740219E+02
  42,   5,  0.39269908E+00,  0.10008990E+02,  0.20911846E+01,  0.84740219E+02
  42,   6,  0.49087385E+00,  0.98852634E+01,  0.23727219E+01,  0.84740219E+02
  42,   7,  0.58904862E+00,  0.97371321E+01,  0.26422181E+01,  0.84740219E+02
  42,   8,  0.68722339E+00,  0.95661221E+01,  0.28978436E+01,  0.84740219E+02
  42,   9,  0.78539816E+00,  0.93756580E+01,  0.31393034E+01,  0.84740219E+02
  42,  10,  0.88357293E+00,  0.91680403E+01,  0.33662159E+01,  0.84740219E+02
  42,  11,  0.98174770E+00,  0.89460173E+01,  0.35790963E+01,  0.84740219E+02
  42,  12,  0.10799225E+01,  0.87107248E+01,  0.37772205E+01,  0.84740219E+02
  42,  13,  0.11780972E+01,  0.84640818E+01,  0.39610064E+01,  0.84740219E+02
  42,  14,  0.12762720E+01,  0.82076263E+01,  0.41308393E+01,  0.84740219E+02
  42,  15,  0.13744468E+01,  0.79417367E+01,  0.42854667E+01,  0.84740219E+02
  42,  16,  0.14726216E+01,  0.76663861E+01,  0.44224949E+01,  0.84740219E+02
  42,  17,  0.15707963E+01,  0.73804255E+01,  0.45356040E+01,  0.84740219E+02
  42,  18,  0.16689711E+01,  0.70829668E+01,  0.46128726E+01,  0.84740219E+02
  42,  19,  0.17671459E+01,  0.67766109E+01,  0.46293597E+01,  0.84740219E+02
  42,  20,  0.18653206E+01,  0.64808960E+01,  0.45509419E+01,  0.84740219E+02
  42,  21,  0.19634954E+01,  0.62314081E+01,  0.43734040E+01,  0.84740219E+02
  42,  22,  0.20616702E+01,  0.60396194E+01,  0.41336961E+01,  0.84740219E+02
  42,  23,  0.21598449E+01,  0.58945580E+01,  0.38627405E+01,  0.84740219E+02
  42,  24,  0.22580197E+01,  0.57856174E+01,  0.35752194E+01,  0.84740219E+02
  42,  25,  0.23561945E+01,  0.57062497E+01,  0.32781134E+01,  0.84740219E+02
  42,  26,  0.24543693E+01,  0.56516237E+01,  0.29754450E+01,  0.84740219E+02
  42,  27,  0.25525440E+01,  0.56174827E+01,  0.26697607E+01,  0.84740219E+02
  42,  28,  0.26507188E+01,  0.55993299E+01,  0.23626933E+01,  0.84740219E+02
  42,  29,  0.27488936E+01,  0.55933752E+01,  0.20551360E+01,  0.84740219E+02
  42,  30,  0.28470683E+01,  0.55964670E+01,  0.17475293E+01,  0.84740219E+02
  42,  31,  0.29452431E+01,  0.56066494E+01,  0.14400742E+01,  0.84740219E+02
  42,  32,  0.30434179E+01,  0.56237044E+01,  0.11329235E+01,  0.84740219E+02
  42,  33,  0.31415927E+01,  0.56471820E+01,  0.82619542E+00,  0.84740219E+02
  42,  34,  0.32397674E+01,  0.56772337E+01,  0.52004451E+00,  0.84740219E+02
  42,  35,  0.33379422E+01,  0.57151923E+01,  0.21477385E+00,  0.84740219E+02
  42,  36,  0.34361170E+01,  0.57615194E+01, -0.89335814E-01,  0.84740219E+02
  42,  37,  0.35342917E+01,  0.58172331E+01, -0.39186618E+00,  0.84740219E+02
  42,  38,  0.36324665E+01,  0.58824954E+01, -0.69248164E+00,  0.84740219E+02
  42,  39,  0.37306413E+01,  0.59567862E+01, -0.99099576E+00,  0.84740219E+02
  42,  40,  0.38288160E+01,  0.60391884E+01, -0.12873757E+01,  0.84740219E+02
  42,  41,  0.39269908E+01,  0.61285095E+01, -0.15817471E+01,  0.84740219E+02
  42,  42,  0.40251656E+01,  0.62238016E+01, -0.18742408E+01,  0.84740219E+02
  42,  43,  0.41233404E+01,  0.63251147E+01, -0.21647022E+01,  0.84740219E+02
  42,  44,  0.42215151E+01,  0.64345703E+01, -0.24521835E+01,  0.84740219E+02
  42,  45,  0.43196899E+01,  0.65597944E+01, -0.27330778E+01,  0.84740219E+02
  42,  46,  0.44178647E+01,  0.67246213E+01, -0.29919324E+01,  0.84740219E+02
  42,  47,  0.45160394E+01,  0.69813313E+01, -0.31500835E+01,  0.84740219E+02
  42,  48,  0.46142142E+01,  0.72842507E+01, -0.31185579E+01,  0.84740219E+02
  42,  49,  0.47123890E+01,  0.75659547E+01, -0.29959424E+01,  0.84740219E+02
  42,  50,  0.48105638E+01,  0.78307028E+01, -0.28394620E+01,  0.84740219E+02
  42,  51,  0.49087385E+01,  0.80841970E+01, -0.26652443E+01,  0.84740219E+02
  42,  52,  0.50069133E+01,  0.83287735E+01, -0.24786932E+01,  0.84740219E+02
  42,  53,  0.51050881E+01,  0.85649137E+01, -0.22815804E+01,  0.84740219E+02
  42,  54,  0.52032628E+01,  0.87916231E+01, -0.20737007E+01,  0.84740219E+02
  42,  55,  0.53014376E+01,  0.90078669E+01, -0.18549597E+01,  0.84740219E+02
  42,  56,  0.53996124E+01,  0.92127638E+01, -0.16255445E+01,  0.84740219E+02
  42,  57,  0.54977871E+01,  0.94041882E+01, -0.13847808E+01,  0.84740219E+02
  42,  58,  0.55959619E+01,  0.95815210E+01, -0.11334823E+01,  0.84740219E+02
  42,  59,  0.56941367E+01,  0.97419424E+01, -0.87106156E+00,  0.84740219E+02
  42,  60,  0.57923115E+01,  0.98822279E+01, -0.59736651E+00,  0.84740219E+02
  42,  61,  0.58904862E+01,  0.10001987E+02, -0.31409425E+00,  0.84740219E+02
  42,  62,  0.59886610E+01,  0.10098666E+02, -0.22138616E-01,  0.84740219E+02
  42,  63,  0.60868358E+01,  0.10170325E+02,  0.27692920E+00,  0.84740219E+02
  42,  64,  0.61850105E+01,  0.10214455E+02,  0.58127636E+00,  0.84740219E+02
  43,   1,  0.00000000E+00,  0.10273152E+02,  0.88825232E+00,  0.87949692E+02
  43,   2,  0.98174770E-01,  0.10256752E+02,  0.12184141E+01,  0.87949692E+02
  43,   3,  0.19634954E+00,  0.10210350E+02,  0.15458090E+01,  0.87949692E+02
  43,   4,  0.29452431E+00,  0.10131245E+02,  0.18668641E+01,  0.87949692E+02
  43,   5,  0.39269908E+00,  0.10021441E+02,  0.21787431E+01,  0.87949692E+02
  43,   6,  0.49087385E+00,  0.98832340E+01,  0.24790974E+01,  0.87949692E+02
  43,   7,  0.58904862E+00,  0.97173262E+01,  0.27650802E+01,  0.87949692E+02
  43,   8,  0.68722339E+00,  0.95276909E+01,  0.30359721E+01,  0.87949692E+02
  43,   9,  0.78539816E+00,  0.93169174E+01,  0.32907374E+01,  0.87949692E+02
  43,  10,  0.88357293E+00,  0.90892773E+01,  0.35305715E+01,  0.87949692E+02
  43,  11,  0.98174770E+00,  0.88473749E+01,  0.37559962E+01,  0.87949692E+02
  43,  12,  0.10799225E+01,  0.85916033E+01,  0.39655995E+01,  0.87949692E+02
  43,  13,  0.11780972E+01,  0.83261385E+01,  0.41627603E+01,  0.87949692E+02
  43,  14,  0.12762720E+01,  0.80511818E+01,  0.43464937E+01,  0.87949692E+02
  43,  15,  0.13744468E+01,  0.77672567E+01,  0.45160275E+01,  0.87949692E+02
  43,  16,  0.14726216E+01,  0.74732752E+01,  0.46674395E+01,  0.87949692E+02
  43,  17,  0.15707963E+01,  0.71683135E+01,  0.47949986E+01,  0.87949692E+02
  43,  18,  0.16689711E+01,  0.68490496E+01,  0.48795347E+01,  0.87949692E+02
  43,  19,  0.17671459E+01,  0.65197954E+01,  0.48809409E+01,  0.87949692E+02
  43,  20,  0.18653206E+01,  0.62168503E+01,  0.47548842E+01,  0.87949692E+02
  43,  21,  0.19634954E+01,  0.59828844E+01,  0.45230436E+01,  0.87949692E+02
  43,  22,  0.20616702E+01,  0.58119135E+01,  0.42404709E+01,  0.87949692E+02
  43,  23,  0.21598449E+01,  0.56855779E+01,  0.39350314E+01,  0.87949692E+02
  43,  24,  0.22580197E+01,  0.55937090E+01,  0.36174388E+01,  0.87949692E+02
  43,  25,  0.23561945E+01,  0.55314050E+01,  0.32927067E+01,  0.87949692E+02
  43,  26,  0.24543693E+01,  0.54939361E+01,  0.29641559E+01,  0.87949692E+02
  43,  27,  0.25525440E+01,  0.54765797E+01,  0.26338995E+01,  0.87949692E+02
  43,  28,  0.26507188E+01,  0.54737091E+01,  0.23031814E+01,  0.87949692E+02
  43,  29,  0.27488936E+01,  0.54809637E+01,  0.19725206E+01,  0.87949692E+02
  43,  30,  0.28470683E+01,  0.54946656E+01,  0.16420585E+01,  0.87949692E+02
  43,  31,  0.29452431E+01,  0.55136843E+01,  0.13118612E+01,  0.87949692E+02
  43,  32,  0.30434179E+01,  0.55385633E+01,  0.98205346E+00,  0.87949692E+02
  43,  33,  0.31415927E+01,  0.55684958E+01,  0.65266526E+00,  0.87949692E+02
  43,  34,  0.32397674E+01,  0.56055737E+01,  0.32401019E+00,  0.87949692E+02
  43,  35,  0.33379422E+01,  0.56503439E+01, -0.36861626E-02,  0.87949692E+02
  43,  36,  0.34361170E+01,  0.57045636E+01, -0.32994959E+00,  0.87949692E+02
  43,  37,  0.35342917E+01,  0.57684441E+01, -0.65445906E+00,  0.87949692E+02
  43,  38,  0.36324665E+01,  0.58412423E+01, -0.97708803E+00,  0.87949692E+02
  43,  39,  0.37306413E+01,  0.59212499E+01, -0.12980087E+01,  0.87949692E+02
  43,  40,  0.38288160E+01,  0.60061483E+01, -0.16176746E+01,  0.87949692E+02
  43,  41,  0.39269908E+01,  0.60929542E+01, -0.19368291E+01,  0.87949692E+02
  43,  42,  0.40251656E+01,  0.61791039E+01, -0.22561607E+01,  0.87949692E+02
  43,  43,  0.41233404E+01,  0.62621517E+01, -0.25763113E+01,  0.87949692E+02
  43,  44,  0.42215151E+01,  0.63416686E+01, -0.28973584E+01,  0.87949692E+02
  43,  45,  0.43196899E+01,  0.64248085E+01, -0.32174578E+01,  0.87949692E+02
  43,  46,  0.44178647E+01,  0.65540152E+01, -0.35204446E+01,  0.87949692E+02
  43,  47,  0.45160394E+01,  0.68411856E+01, -0.36422052E+01,  0.87949692E+02
  43,  48,  0.46142142E+01,  0.71469846E+01, -0.35210681E+01,  0.87949692E+02
  43,  49,  0.47123890E+01,  0.74239488E+01, -0.33405321E+01,  0.87949692E+02
  43,  50,  0.48105638E+01,  0.76891050E+01, -0.31428635E+01,  0.87949692E+02
  43,  51,  0.49087385E+01,  0.79481373E+01, -0.29372230E+01,  0.87949692E+02
  43,  52,  0.50069133E+01,  0.82021780E+01, -0.27254481E+01,  0.87949692E+02
  43,  53,  0.51050881E+01,  0.84506302E+01, -0.25071559E+01,  0.87949692E+02
  43,  54,  0.52032628E+01,  0.86921129E+01, -0.22812052E+01,  0.87949692E+02
  43,  55,  0.53014376E+01,  0.89243488E+01, -0.20457938E+01,  0.87949692E+02
  43,  56,  0.53996124E+01,  0.91458588E+01, -0.18002374E+01,  0.87949692E+02
  43,  57,  0.54977871E+01,  0.93545389E+01, -0.15436696E+01,  0.87949692E+02
  43,  58,  0.55959619E+01,  0.95474148E+01, -0.12750541E+01,  0.87949692E+02
  43,  59,  0.56941367E+01,  0.97250862E+01, -0.99616724E+00,  0.87949692E+02
  43,  60,  0.57923115E+01,  0.98806915E+01, -0.70440596E+00,  0.87949692E+02
  43,  61,  0.58904862E+01,  0.10013450E+02, -0.40157312E+00,  0.87949692E+02
  43,  62,  0.59886610E+01,  0.10121589E+02, -0.89138441E-01,  0.87949692E+02
  43,  63,  0.60868358E+01,  0.10202598E+02,  0.23140392E+00,  0.87949692E+02
  43,  64,  0.61850105E+01,  0.10251993E+02,  0.55833173E+00,  0.87949692E+02
  44,   1,  0.00000000E+00,  0.10313919E+02,  0.88825232E+00,  0.91358337E+02
  44,   2,  0.98174770E-01,  0.10296069E+02,  0.12432816E+01,  0.91358337E+02
  44,   3,  0.19634954E+00,  0.10243220E+02,  0.15949371E+01,  0.91358337E+02
  44,   4,  0.29452431E+00,  0.10154189E+02,  0.19391943E+01,  0.91358337E+02
  44,   5,  0.39269908E+00,  0.10031446E+02,  0.22728975E+01,  0.91358337E+02
  44,   6,  0.49087385E+00,  0.98759260E+01,  0.25926349E+01,  0.91358337E+02
  44,   7,  0.58904862E+00,  0.96913824E+01,  0.28965511E+01,  0.91358337E+02
  44,   8,  0.68722339E+00,  0.94801683E+01,  0.31826112E+01,  0.91358337E+02
  44,   9,  0.78539816E+00,  0.92480221E+01,  0.34519761E+01,  0.91358337E+02
  44,  10,  0.88357293E+00,  0.89993887E+01,  0.37062562E+01,  0.91358337E+02
  44,  11,  0.98174770E+00,  0.87343531E+01,  0.39433620E+01,  0.91358337E+02
  44,  12,  0.10799225E+01,  0.84569435E+01,  0.41658964E+01,  0.91358337E+02
  44,  13,  0.11780972E+01,  0.81708450E+01,  0.43771610E+01,  0.91358337E+02
  44,  14,  0.12762720E+01,  0.78754954E+01,  0.45752764E+01,  0.91358337E+02
  44,  15,  0.13744468E+01,  0.75711603E+01,  0.47592754E+01,  0.91358337E+02
  44,  16,  0.14726216E+01,  0.72563162E+01,  0.49244809E+01,  0.91358337E+02
  44,  17,  0.15707963E+01,  0.69273539E+01,  0.50590382E+01,  0.91358337E+02
  44,  18,  0.16689711E+01,  0.65797229E+01,  0.51308899E+01,  0.91358337E+02
  44,  19,  0.17671459E+01,  0.62295175E+01,  0.50863423E+01,  0.91358337E+02
  44,  20,  0.18653206E+01,  0.59354949E+01,  0.48915310E+01,  0.91358337E+02
  44,  21,  0.19634954E+01,  0.57230935E+01,  0.46074862E+01,  0.91358337E+02
  44,  22,  0.20616702E+01,  0.55716987E+01,  0.42860260E+01,  0.91358337E+02
  44,  23,  0.21598449E+01,  0.54637027E+01,  0.39473178E+01,  0.91358337E+02
  44,  24,  0.22580197E+01,  0.53904858E+01,  0.35994134E+01,  0.91358337E+02
  44,  25,  0.23561945E+01,  0.53494587E+01,  0.32461827E+01,  0.91358337E+02
  44,  26,  0.24543693E+01,  0.53345275E+01,  0.28908706E+01,  0.91358337E+02
  44,  27,  0.25525440E+01,  0.53384275E+01,  0.25352273E+01,  0.91358337E+02
  44,  28,  0.26507188E+01,  0.53538661E+01,  0.21798816E+01,  0.91358337E+02
  44,  29,  0.27488936E+01,  0.53760028E+01,  0.18248836E+01,  0.91358337E+02
  44,  30,  0.28470683E+01,  0.54003224E+01,  0.14700280E+01,  0.91358337E+02
  44,  31,  0.29452431E+01,  0.54289570E+01,  0.11154948E+01,  0.91358337E+02
  44,  32,  0.30434179E+01,  0.54612584E+01,  0.76127511E+00,  0.91358337E+02
  44,  33,  0.31415927E+01,  0.54988346E+01,  0.40758425E+00,  0.91358337E+02
  44,  34,  0.32397674E+01,  0.55435390E+01,  0.54718953E-01,  0.91358337E+02
  44,  35,  0.33379422E+01,  0.55975657E+01, -0.29683480E+00,  0.91358337E+02
  44,  36,  0.34361170E+01,  0.56614900E+01, -0.64672160E+00,  0.91358337E+02
  44,  37,  0.35342917E+01,  0.57343807E+01, -0.99485421E+00,  0.91358337E+02
  44,  38,  0.36324665E+01,  0.58136725E+01, -0.13415892E+01,  0.91358337E+02
  44,  39,  0.37306413E+01,  0.58953371E+01, -0.16877768E+01,  0.91358337E+02
  44,  40,  0.38288160E+01,  0.59750166E+01, -0.20344245E+01,  0.91358337E+02
  44,  41,  0.39269908E+01,  0.60476332E+01, -0.23826110E+01,  0.91358337E+02
  44,  42,  0.40251656E+01,  0.61080728E+01, -0.27331052E+01,  0.91358337E+02
  44,  43,  0.41233404E+01,  0.61533675E+01, -0.30858665E+01,  0.91358337E+02
  44,  44,  0.42215151E+01,  0.61893830E+01, -0.34397357E+01,  0.91358337E+02
  44,  45,  0.43196899E+01,  0.62351656E+01, -0.37925258E+01,  0.91358337E+02
  44,  46,  0.44178647E+01,  0.63507705E+01, -0.41267200E+01,  0.91358337E+02
  44,  47,  0.45160394E+01,  0.66734085E+01, -0.40956750E+01,  0.91358337E+02
  44,  48,  0.46142142E+01,  0.69781680E+01, -0.39153037E+01,  0.91358337E+02
  44,  49,  0.47123890E+01,  0.72614160E+01, -0.37004528E+01,  0.91358337E+02
  44,  50,  0.48105638E+01,  0.75309649E+01, -0.34684069E+01,  0.91358337E+02
  44,  51,  0.49087385E+01,  0.77955899E+01, -0.32307572E+01,  0.91358337E+02
  44,  52,  0.50069133E+01,  0.80580997E+01, -0.29907873E+01,  0.91358337E+02
  44,  53,  0.51050881E+01,  0.83184786E+01, -0.27484963E+01,  0.91358337E+02
  44,  54,  0.52032628E+01,  0.85754099E+01, -0.25025384E+01,  0.91358337E+02
  44,  55,  0.53014376E+01,  0.88258038E+01, -0.22499492E+01,  0.91358337E+02
  44,  56,  0.53996124E+01,  0.90648785E+01, -0.19866457E+01,  0.91358337E+02
  44,  57,  0.54977871E+01,  0.92912893E+01, -0.17124051E+01,  0.91358337E+02
  44,  58,  0.55959619E+01,  0.95025702E+01, -0.14263777E+01,  0.91358337E+02
  44,  59,  0.56941367E+01,  0.96984453E+01, -0.11295557E+01,  0.91358337E+02
  44,  60,  0.57923115E+01,  0.98722715E+01, -0.81934083E+00,  0.91358337E+02
  44,  61,  0.58904862E+01,  0.10019547E+02, -0.49568942E+00,  0.91358337E+02
  44,  62,  0.59886610E+01,  0.10140611E+02, -0.16134192E+00,  0.91358337E+02
  44,  63,  0.60868358E+01,  0.10231082E+02,  0.18250033E+00,  0.91358337E+02
  44,  64,  0.61850105E+01,  0.10287918E+02,  0.53352052E+00,  0.91358337E+02
  45,   1,  0.00000000E+00,  0.10343071E+02,  0.90302354E+00,  0.94943344E+02
  45,   2,  0.98174770E-01,  0.10324924E+02,  0.12639568E+01,  0.94943344E+02
  45,   3,  0.19634954E+00,  0.10271196E+02,  0.16214603E+01,  0.94943344E+02
  45,   4,  0.29452431E+00,  0.10180684E+02,  0.19714423E+01,  0.94943344E+02
  45,   5,  0.39269908E+00,  0.10055901E+02,  0.23106949E+01,  0.94943344E+02
  45,   6,  0.49087385E+00,  0.98977947E+01,  0.26357493E+01,  0.94943344E+02
  45,   7,  0.58904862E+00,  0.97101812E+01,  0.29447196E+01,  0.94943344E+02
  45,   8,  0.68722339E+00,  0.94954548E+01,  0.32355366E+01,  0.94943344E+02
  45,   9,  0.78539816E+00,  0.92594481E+01,  0.35093811E+01,  0.94943344E+02
  45,  10,  0.88357293E+00,  0.90066805E+01,  0.37678897E+01,  0.94943344E+02
  45,  11,  0.98174770E+00,  0.87372370E+01,  0.40089388E+01,  0.94943344E+02
  45,  12,  0.10799225E+01,  0.84552145E+01,  0.42351737E+01,  0.94943344E+02
  45,  13,  0.11780972E+01,  0.81643581E+01,  0.44499512E+01,  0.94943344E+02
  45,  14,  0.12762720E+01,  0.78640971E+01,  0.46513615E+01,  0.94943344E+02
  45,  15,  0.13744468E+01,  0.75547009E+01,  0.48384204E+01,  0.94943344E+02
  45,  16,  0.14726216E+01,  0.72346210E+01,  0.50063729E+01,  0.94943344E+02
  45,  17,  0.15707963E+01,  0.69001884E+01,  0.51431680E+01,  0.94943344E+02
  45,  18,  0.16689711E+01,  0.65467763E+01,  0.52162142E+01,  0.94943344E+02
  45,  19,  0.17671459E+01,  0.61907473E+01,  0.51709261E+01,  0.94943344E+02
  45,  20,  0.18653206E+01,  0.58918347E+01,  0.49728751E+01,  0.94943344E+02
  45,  21,  0.19634954E+01,  0.56759014E+01,  0.46841068E+01,  0.94943344E+02
  45,  22,  0.20616702E+01,  0.55219893E+01,  0.43573008E+01,  0.94943344E+02
  45,  23,  0.21598449E+01,  0.54121976E+01,  0.40129600E+01,  0.94943344E+02
  45,  24,  0.22580197E+01,  0.53377624E+01,  0.36592703E+01,  0.94943344E+02
  45,  25,  0.23561945E+01,  0.52960534E+01,  0.33001652E+01,  0.94943344E+02
  45,  26,  0.24543693E+01,  0.52808738E+01,  0.29389446E+01,  0.94943344E+02
  45,  27,  0.25525440E+01,  0.52848387E+01,  0.25773871E+01,  0.94943344E+02
  45,  28,  0.26507188E+01,  0.53005342E+01,  0.22161319E+01,  0.94943344E+02
  45,  29,  0.27488936E+01,  0.53230386E+01,  0.18552307E+01,  0.94943344E+02
  45,  30,  0.28470683E+01,  0.53477631E+01,  0.14944741E+01,  0.94943344E+02
  45,  31,  0.29452431E+01,  0.53768740E+01,  0.11340451E+01,  0.94943344E+02
  45,  32,  0.30434179E+01,  0.54097123E+01,  0.77393484E+00,  0.94943344E+02
  45,  33,  0.31415927E+01,  0.54479132E+01,  0.41436222E+00,  0.94943344E+02
  45,  34,  0.32397674E+01,  0.54933615E+01,  0.55628907E-01,  0.94943344E+02
  45,  35,  0.33379422E+01,  0.55482864E+01, -0.30177104E+00,  0.94943344E+02
  45,  36,  0.34361170E+01,  0.56132736E+01, -0.65747631E+00,  0.94943344E+02
  45,  37,  0.35342917E+01,  0.56873765E+01, -0.10113982E+01,  0.94943344E+02
  45,  38,  0.36324665E+01,  0.57679873E+01, -0.13638992E+01,  0.94943344E+02
  45,  39,  0.37306413E+01,  0.58510094E+01, -0.17158438E+01,  0.94943344E+02
  45,  40,  0.38288160E+01,  0.59320140E+01, -0.20682561E+01,  0.94943344E+02
  45,  41,  0.39269908E+01,  0.60058384E+01, -0.24222329E+01,  0.94943344E+02
  45,  42,  0.40251656E+01,  0.60672827E+01, -0.27785556E+01,  0.94943344E+02
  45,  43,  0.41233404E+01,  0.61133308E+01, -0.31371832E+01,  0.94943344E+02
  45,  44,  0.42215151E+01,  0.61499453E+01, -0.34969370E+01,  0.94943344E+02
  45,  45,  0.43196899E+01,  0.61964893E+01, -0.38555939E+01,  0.94943344E+02
  45,  46,  0.44178647E+01,  0.63140163E+01, -0.41953454E+01,  0.94943344E+02
  45,  47,  0.45160394E+01,  0.66420202E+01, -0.41637845E+01,  0.94943344E+02
  45,  48,  0.46142142E+01,  0.69518476E+01, -0.39804134E+01,  0.94943344E+02
  45,  49,  0.47123890E+01,  0.72398057E+01, -0.37619898E+01,  0.94943344E+02
  45,  50,  0.48105638E+01,  0.75138373E+01, -0.35260851E+01,  0.94943344E+02
  45,  51,  0.49087385E+01,  0.77828627E+01, -0.32844834E+01,  0.94943344E+02
  45,  52,  0.50069133E+01,  0.80497389E+01, -0.30405228E+01,  0.94943344E+02
  45,  53,  0.51050881E+01,  0.83144464E+01, -0.27942026E+01,  0.94943344E+02
  45,  54,  0.52032628E+01,  0.85756512E+01, -0.25441546E+01,  0.94943344E+02
  45,  55,  0.53014376E+01,  0.88302088E+01, -0.22873650E+01,  0.94943344E+02
  45,  56,  0.53996124E+01,  0.90732594E+01, -0.20196829E+01,  0.94943344E+02
  45,  57,  0.54977871E+01,  0.93034353E+01, -0.17408817E+01,  0.94943344E+02
  45,  58,  0.55959619E+01,  0.95182295E+01, -0.14500977E+01,  0.94943344E+02
  45,  59,  0.56941367E+01,  0.97173615E+01, -0.11483397E+01,  0.94943344E+02
  45,  60,  0.57923115E+01,  0.98940792E+01, -0.83296615E+00,  0.94943344E+02
  45,  61,  0.58904862E+01,  0.10043803E+02, -0.50393254E+00,  0.94943344E+02
  45,  62,  0.59886610E+01,  0.10166880E+02, -0.16402496E+00,  0.94943344E+02
  45,  63,  0.60868358E+01,  0.10258856E+02,  0.18553524E+00,  0.94943344E+02
  45,  64,  0.61850105E+01,  0.10316638E+02,  0.54239273E+00,  0.94943344E+02
  46,   1,  0.00000000E+00,  0.10372223E+02,  0.91779482E+00,  0.98458778E+02
  46,   2,  0.98174770E-01,  0.10353779E+02,  0.12846321E+01,  0.98458778E+02
  46,   3,  0.19634954E+00,  0.10299172E+02,  0.16479834E+01,  0.98458778E+02
  46,   4,  0.29452431E+00,  0.10207180E+02,  0.20036902E+01,  0.98458778E+02
  46,   5,  0.39269908E+00,  0.10080355E+02,  0.23484921E+01,  0.98458778E+02
  46,   6,  0.49087385E+00,  0.99196625E+01,  0.26788638E+01,  0.98458778E+02
  46,   7,  0.58904862E+00,  0.97289801E+01,  0.29928880E+01,  0.98458778E+02
  46,   8,  0.68722339E+00,  0.95107412E+01,  0.32884622E+01,  0.98458778E+02
  46,   9,  0.78539816E+00,  0.92708740E+01,  0.35667858E+01,  0.98458778E+02
  46,  10,  0.88357293E+00,  0.90139723E+01,  0.38295233E+01,  0.98458778E+02
  46,  11,  0.98174770E+00,  0.87401209E+01,  0.40745149E+01,  0.98458778E+02
  46,  12,  0.10799225E+01,  0.84534855E+01,  0.43044505E+01,  0.98458778E+02
  46,  13,  0.11780972E+01,  0.81578712E+01,  0.45227418E+01,  0.98458778E+02
  46,  14,  0.12762720E+01,  0.78526988E+01,  0.47274461E+01,  0.98458778E+02
  46,  15,  0.13744468E+01,  0.75382419E+01,  0.49175653E+01,  0.98458778E+02
  46,  16,  0.14726216E+01,  0.72129259E+01,  0.50882649E+01,  0.98458778E+02
  46,  17,  0.15707963E+01,  0.68730230E+01,  0.52272978E+01,  0.98458778E+02
  46,  18,  0.16689711E+01,  0.65138297E+01,  0.53015389E+01,  0.98458778E+02
  46,  19,  0.17671459E+01,  0.61519771E+01,  0.52555099E+01,  0.98458778E+02
  46,  20,  0.18653206E+01,  0.58481750E+01,  0.50542192E+01,  0.98458778E+02
  46,  21,  0.19634954E+01,  0.56287098E+01,  0.47607274E+01,  0.98458778E+02
  46,  22,  0.20616702E+01,  0.54722795E+01,  0.44285755E+01,  0.98458778E+02
  46,  23,  0.21598449E+01,  0.53606920E+01,  0.40786023E+01,  0.98458778E+02
  46,  24,  0.22580197E+01,  0.52850394E+01,  0.37191269E+01,  0.98458778E+02
  46,  25,  0.23561945E+01,  0.52426481E+01,  0.33541479E+01,  0.98458778E+02
  46,  26,  0.24543693E+01,  0.52272205E+01,  0.29870186E+01,  0.98458778E+02
  46,  27,  0.25525440E+01,  0.52312498E+01,  0.26195469E+01,  0.98458778E+02
  46,  28,  0.26507188E+01,  0.52472019E+01,  0.22523825E+01,  0.98458778E+02
  46,  29,  0.27488936E+01,  0.52700748E+01,  0.18855778E+01,  0.98458778E+02
  46,  30,  0.28470683E+01,  0.52952037E+01,  0.15189199E+01,  0.98458778E+02
  46,  31,  0.29452431E+01,  0.53247905E+01,  0.11525953E+01,  0.98458778E+02
  46,  32,  0.30434179E+01,  0.53581662E+01,  0.78659451E+00,  0.98458778E+02
  46,  33,  0.31415927E+01,  0.53969922E+01,  0.42114016E+00,  0.98458778E+02
  46,  34,  0.32397674E+01,  0.54431834E+01,  0.56538858E-01,  0.98458778E+02
  46,  35,  0.33379422E+01,  0.54990067E+01, -0.30670729E+00,  0.98458778E+02
  46,  36,  0.34361170E+01,  0.55650573E+01, -0.66823101E+00,  0.98458778E+02
  46,  37,  0.35342917E+01,  0.56403723E+01, -0.10279422E+01,  0.98458778E+02
